datetime,Price,kWh,Temperature,Bill
2015-01-01,3.47,3.67,1.2,12.7
2015-01-01,3.4,4.148,1.5,14.1
2015-01-01,2.9,4.342,1.6,12.6
2015-01-01,2.4,2.095,2.8,5.0
2015-01-01,2.19,0.985,3.4,2.2
2015-01-01,2.17,0.962,3.8,2.1
2015-01-01,2.24,2.467,3.9,5.5
2015-01-01,3.13,1.415,4.6,4.4
2015-01-01,3.32,1.313,4.3,4.4
2015-01-01,3.34,1.24,4.0,4.1
2015-01-01,3.26,1.249,3.9,4.1
2015-01-01,3.23,1.211,3.0,3.9
2015-01-01,3.17,2.797,3.5,8.9
2015-01-01,3.21,2.001,3.0,6.4
2015-01-01,3.15,1.828,1.6,5.8
2015-01-01,3.32,1.317,1.6,4.4
2015-01-01,3.41,1.211,0.4,4.1
2015-01-01,3.51,1.116,2.1,3.9
2015-01-01,3.52,1.238,0.2,4.4
2015-01-01,3.49,1.29,1.6,4.5
2015-01-01,3.45,2.671,1.1,9.2
2015-01-01,3.41,1.858,1.0,6.3
2015-01-01,3.36,3.89,1.5,13.1
2015-01-01,3.27,3.877,2.0,12.7
2015-01-02,2.28,3.694,2.0,8.4
2015-01-02,2.2,4.571,2.0,10.1
2015-01-02,1.19,3.73,1.8,4.4
2015-01-02,0.95,1.67,1.7,1.6
2015-01-02,1.34,1.809,1.1,2.4
2015-01-02,2.87,0.767,1.1,2.2
2015-01-02,3.24,1.642,1.3,5.3
2015-01-02,3.38,1.108,1.1,3.7
2015-01-02,3.52,1.512,1.0,5.3
2015-01-02,3.52,1.799,0.8,6.3
2015-01-02,3.51,2.908,0.6,10.2
2015-01-02,3.51,1.624,0.5,5.7
2015-01-02,3.52,1.726,0.5,6.1
2015-01-02,3.51,1.164,0.5,4.1
2015-01-02,3.56,1.077,0.6,3.8
2015-01-02,3.61,2.575,0.4,9.3
2015-01-02,3.67,4.233,0.2,15.5
2015-01-02,3.65,2.099,0.3,7.7
2015-01-02,3.65,1.695,0.2,6.2
2015-01-02,3.53,1.381,0.2,4.9
2015-01-02,3.52,0.936,0.2,3.3
2015-01-02,3.45,0.337,0.2,1.2
2015-01-02,3.4,2.0,0.3,6.8
2015-01-02,3.37,4.324,0.3,14.6
2015-01-03,3.22,3.779,0.3,12.2
2015-01-03,2.18,3.314,0.3,7.2
2015-01-03,2.09,3.921,0.3,8.2
2015-01-03,0.71,1.397,0.3,1.0
2015-01-03,0.63,0.388,0.3,0.2
2015-01-03,0.95,1.177,0.4,1.1
2015-01-03,2.96,1.452,0.4,4.3
2015-01-03,2.84,1.505,0.3,4.3
2015-01-03,3.32,1.907,0.2,6.3
2015-01-03,3.35,1.504,-0.9,5.0
2015-01-03,3.41,1.073,-1.5,3.7
2015-01-03,3.44,1.028,-2.3,3.5
2015-01-03,3.44,1.788,-2.7,6.2
2015-01-03,3.43,2.803,-3.2,9.6
2015-01-03,3.43,2.922,-3.6,10.0
2015-01-03,3.45,1.848,-3.8,6.4
2015-01-03,3.75,1.709,-3.9,6.4
2015-01-03,3.86,1.693,-4.0,6.5
2015-01-03,3.85,1.948,-4.1,7.5
2015-01-03,3.8,2.148,-3.9,8.2
2015-01-03,3.65,1.332,-3.8,4.9
2015-01-03,3.56,2.223,-3.7,7.9
2015-01-03,3.46,2.12,-3.7,7.3
2015-01-03,3.43,4.456,-4.4,15.3
2015-01-04,3.38,4.192,-4.8,14.2
2015-01-04,3.42,3.186,-4.5,10.9
2015-01-04,3.4,1.198,-4.4,4.1
2015-01-04,3.37,2.374,-5.0,8.0
2015-01-04,3.35,2.639,-5.5,8.8
2015-01-04,3.35,1.856,-5.5,6.2
2015-01-04,3.37,2.328,-5.6,7.8
2015-01-04,3.36,1.535,-5.7,5.2
2015-01-04,3.36,1.719,-6.4,5.8
2015-01-04,3.43,1.768,-7.8,6.1
2015-01-04,3.48,2.872,-8.6,10.0
2015-01-04,3.5,3.56,-8.3,12.5
2015-01-04,3.51,1.015,-7.7,3.6
2015-01-04,3.5,1.365,-7.6,4.8
2015-01-04,3.51,2.079,-7.7,7.3
2015-01-04,3.51,1.878,-8.2,6.6
2015-01-04,3.84,2.203,-8.5,8.5
2015-01-04,3.86,1.945,-9.1,7.5
2015-01-04,3.85,1.569,-9.5,6.0
2015-01-04,3.85,1.948,-10.0,7.5
2015-01-04,3.83,2.2,-10.4,8.4
2015-01-04,3.65,2.762,-10.9,10.1
2015-01-04,3.69,3.89,-11.5,14.4
2015-01-04,3.6,4.106,-11.9,14.8
2015-01-05,3.47,3.486,-12.3,12.1
2015-01-05,3.6,1.609,-12.8,5.8
2015-01-05,3.58,1.481,-13.1,5.3
2015-01-05,3.58,2.166,-13.9,7.8
2015-01-05,3.59,2.247,-14.4,8.1
2015-01-05,3.64,1.917,-14.6,7.0
2015-01-05,4.46,1.791,-14.8,8.0
2015-01-05,4.82,1.749,-16.4,8.4
2015-01-05,5.58,1.906,-18.3,10.6
2015-01-05,5.58,3.357,-19.6,18.7
2015-01-05,5.58,3.121,-19.7,17.4
2015-01-05,5.58,3.04,-18.6,17.0
2015-01-05,5.58,2.61,-16.7,14.6
2015-01-05,5.59,1.976,-20.2,11.0
2015-01-05,5.59,2.375,-21.3,13.3
2015-01-05,5.59,2.431,-19.3,13.6
2015-01-05,5.71,1.982,-17.4,11.3
2015-01-05,5.79,4.445,-19.0,25.7
2015-01-05,7.04,3.429,-19.6,24.1
2015-01-05,7.3,1.925,-18.2,14.1
2015-01-05,6.1,2.2,-17.9,13.4
2015-01-05,5.5,2.273,-19.5,12.5
2015-01-05,5.59,3.877,-19.3,21.7
2015-01-05,4.04,6.122,-20.4,24.7
2015-01-06,3.72,6.501,-20.4,24.2
2015-01-06,3.72,5.696,-20.3,21.2
2015-01-06,3.7,4.281,-20.0,15.8
2015-01-06,3.65,2.432,-21.0,8.9
2015-01-06,3.61,2.684,-20.4,9.7
2015-01-06,3.66,4.036,-18.1,14.8
2015-01-06,3.68,3.924,-19.4,14.4
2015-01-06,3.68,3.155,-19.7,11.6
2015-01-06,3.81,3.082,-20.4,11.7
2015-01-06,3.85,3.213,-20.4,12.4
2015-01-06,3.99,3.467,-20.8,13.8
2015-01-06,4.14,4.168,-20.8,17.3
2015-01-06,4.2,3.953,-20.7,16.6
2015-01-06,4.0,2.927,-20.1,11.7
2015-01-06,3.86,1.878,-19.3,7.2
2015-01-06,4.17,1.496,-17.9,6.2
2015-01-06,4.69,2.01,-16.1,9.4
2015-01-06,4.9,3.241,-15.5,15.9
2015-01-06,4.83,2.928,-13.5,14.1
2015-01-06,4.68,2.631,-12.1,12.3
2015-01-06,4.33,2.673,-11.7,11.6
2015-01-06,4.11,1.32,-11.5,5.4
2015-01-06,4.08,0.721,-10.9,2.9
2015-01-06,3.76,3.778,-11.4,14.2
2015-01-07,3.48,3.556,-11.5,12.4
2015-01-07,3.27,5.219,-10.4,17.1
2015-01-07,3.23,4.771,-9.0,15.4
2015-01-07,3.23,3.134,-8.2,10.1
2015-01-07,3.25,0.907,-7.8,2.9
2015-01-07,3.32,2.269,-6.7,7.5
2015-01-07,3.7,2.585,-4.8,9.6
2015-01-07,4.34,1.86,-4.9,8.1
2015-01-07,4.99,1.401,-4.4,7.0
2015-01-07,4.87,2.297,-4.3,11.2
2015-01-07,4.35,1.681,-3.7,7.3
2015-01-07,4.23,1.253,-2.8,5.3
2015-01-07,4.2,1.768,-2.2,7.4
2015-01-07,4.23,2.213,-1.2,9.4
2015-01-07,4.19,4.16,-0.2,17.4
2015-01-07,4.62,2.718,0.3,12.6
2015-01-07,4.64,1.406,0.5,6.5
2015-01-07,5.05,1.218,0.4,6.2
2015-01-07,5.1,1.61,0.4,8.2
2015-01-07,4.4,1.814,0.4,8.0
2015-01-07,4.12,3.051,0.4,12.6
2015-01-07,3.86,2.037,0.4,7.9
2015-01-07,3.75,3.849,1.0,14.4
2015-01-07,3.65,4.53,1.1,16.5
2015-01-08,3.41,4.074,1.0,13.9
2015-01-08,3.29,3.97,1.1,13.1
2015-01-08,3.11,1.864,1.0,5.8
2015-01-08,3.05,1.04,1.0,3.2
2015-01-08,3.03,1.214,0.9,3.7
2015-01-08,3.04,2.237,0.9,6.8
2015-01-08,3.68,1.727,0.9,6.4
2015-01-08,4.44,1.924,0.9,8.5
2015-01-08,4.62,2.005,0.8,9.3
2015-01-08,4.11,1.261,0.3,5.2
2015-01-08,3.85,1.02,-0.2,3.9
2015-01-08,3.81,2.03,-0.4,7.7
2015-01-08,3.85,2.954,-0.4,11.4
2015-01-08,3.76,1.983,-0.6,7.5
2015-01-08,3.84,1.478,-0.6,5.7
2015-01-08,3.84,1.612,-0.7,6.2
2015-01-08,4.08,1.545,-0.8,6.3
2015-01-08,4.07,1.886,-0.9,7.7
2015-01-08,3.97,0.929,-1.0,3.7
2015-01-08,3.85,2.243,-1.2,8.6
2015-01-08,3.77,2.155,-1.6,8.1
2015-01-08,3.65,1.058,-1.5,3.9
2015-01-08,3.64,1.924,-1.5,7.0
2015-01-08,3.4,3.909,-1.5,13.3
2015-01-09,3.21,4.455,-1.7,14.3
2015-01-09,3.21,4.628,-1.8,14.9
2015-01-09,3.15,2.18,-1.9,6.9
2015-01-09,3.12,1.685,-2.0,5.3
2015-01-09,3.11,1.269,-2.0,3.9
2015-01-09,3.16,1.183,-2.1,3.7
2015-01-09,3.69,1.804,-2.2,6.7
2015-01-09,4.38,1.648,-2.4,7.2
2015-01-09,5.42,2.3,-2.6,12.5
2015-01-09,5.43,2.594,-2.8,14.1
2015-01-09,4.58,0.904,-3.0,4.1
2015-01-09,4.65,0.944,-3.0,4.4
2015-01-09,4.2,1.491,-3.0,6.3
2015-01-09,4.11,1.699,-3.2,7.0
2015-01-09,3.94,1.51,-3.6,5.9
2015-01-09,4.74,1.638,-4.1,7.8
2015-01-09,5.35,4.556,-4.6,24.4
2015-01-09,5.23,2.147,-5.1,11.2
2015-01-09,4.74,1.971,-5.3,9.3
2015-01-09,4.59,1.837,-5.6,8.4
2015-01-09,3.94,1.289,-5.7,5.1
2015-01-09,3.68,0.867,-6.4,3.2
2015-01-09,3.69,1.499,-6.9,5.5
2015-01-09,3.46,3.798,-7.6,13.1
2015-01-10,3.32,5.137,-8.5,17.1
2015-01-10,3.45,5.521,-9.1,19.0
2015-01-10,3.37,5.109,-9.5,17.2
2015-01-10,3.35,2.804,-10.2,9.4
2015-01-10,3.41,1.834,-11.3,6.3
2015-01-10,3.44,1.672,-12.0,5.8
2015-01-10,3.46,1.345,-12.6,4.7
2015-01-10,3.47,2.342,-13.1,8.1
2015-01-10,3.53,3.385,-12.6,11.9
2015-01-10,3.54,2.314,-12.2,8.2
2015-01-10,3.54,2.315,-12.3,8.2
2015-01-10,3.54,3.167,-12.3,11.2
2015-01-10,3.52,2.666,-12.3,9.4
2015-01-10,3.5,1.968,-12.4,6.9
2015-01-10,3.64,2.918,-12.4,10.6
2015-01-10,3.71,3.539,-12.4,13.1
2015-01-10,3.96,3.949,-12.5,15.6
2015-01-10,4.0,2.775,-12.7,11.1
2015-01-10,4.04,2.845,-12.6,11.5
2015-01-10,3.69,2.643,-12.7,9.8
2015-01-10,3.56,2.287,-12.5,8.1
2015-01-10,3.45,2.774,-12.3,9.6
2015-01-10,3.59,2.704,-12.2,9.7
2015-01-10,3.45,4.514,-12.1,15.6
2015-01-11,3.17,3.572,-12.1,11.3
2015-01-11,3.1,3.395,-12.3,10.5
2015-01-11,3.0,3.57,-12.6,10.7
2015-01-11,2.98,1.145,-13.3,3.4
2015-01-11,2.91,1.039,-14.1,3.0
2015-01-11,2.92,0.813,-15.1,2.4
2015-01-11,2.96,2.191,-16.3,6.5
2015-01-11,2.96,2.052,-16.3,6.1
2015-01-11,3.06,1.63,-16.8,5.0
2015-01-11,3.12,1.142,-15.9,3.6
2015-01-11,3.22,2.331,-14.3,7.5
2015-01-11,3.36,2.579,-13.9,8.7
2015-01-11,3.45,2.961,-13.3,10.2
2015-01-11,3.43,2.238,-13.2,7.7
2015-01-11,3.43,2.378,-13.1,8.2
2015-01-11,3.5,3.265,-13.4,11.4
2015-01-11,3.69,3.98,-14.0,14.7
2015-01-11,3.84,2.248,-14.2,8.6
2015-01-11,3.88,1.015,-14.6,3.9
2015-01-11,3.86,1.908,-14.9,7.4
2015-01-11,3.69,1.835,-15.1,6.8
2015-01-11,3.68,1.569,-15.3,5.8
2015-01-11,3.82,2.048,-15.1,7.8
2015-01-11,3.68,3.668,-14.9,13.5
2015-01-12,3.56,3.475,-15.2,12.4
2015-01-12,3.53,4.213,-15.2,14.9
2015-01-12,3.48,3.013,-15.3,10.5
2015-01-12,3.47,2.223,-15.9,7.7
2015-01-12,3.48,1.852,-16.4,6.4
2015-01-12,3.62,1.954,-18.3,7.1
2015-01-12,5.86,1.852,-19.6,10.9
2015-01-12,6.88,2.135,-19.9,14.7
2015-01-12,8.14,2.634,-19.6,21.4
2015-01-12,8.14,3.208,-19.4,26.1
2015-01-12,8.14,3.443,-20.1,28.0
2015-01-12,8.14,3.64,-21.0,29.6
2015-01-12,8.14,2.674,-19.9,21.8
2015-01-12,8.14,2.034,-19.7,16.6
2015-01-12,8.14,2.275,-19.9,18.5
2015-01-12,8.14,3.588,-20.3,29.2
2015-01-12,9.3,3.779,-20.3,35.1
2015-01-12,8.24,3.263,-20.4,26.9
2015-01-12,8.14,2.23,-20.3,18.2
2015-01-12,8.14,2.336,-20.7,19.0
2015-01-12,5.6,2.647,-20.3,14.8
2015-01-12,3.75,3.018,-19.1,11.3
2015-01-12,3.92,3.435,-17.3,13.5
2015-01-12,3.69,4.623,-16.0,17.1
2015-01-13,3.27,4.791,-15.0,15.7
2015-01-13,3.49,4.531,-14.1,15.8
2015-01-13,3.46,4.284,-13.9,14.8
2015-01-13,3.46,3.972,-13.4,13.7
2015-01-13,3.47,1.717,-12.8,6.0
2015-01-13,3.59,2.609,-12.5,9.4
2015-01-13,4.97,1.743,-12.5,8.7
2015-01-13,7.43,2.947,-12.9,21.9
2015-01-13,8.0,2.863,-12.7,22.9
2015-01-13,8.0,2.23,-12.6,17.8
2015-01-13,8.0,1.991,-12.6,15.9
2015-01-13,8.01,2.799,-12.6,22.4
2015-01-13,8.01,2.664,-12.5,21.3
2015-01-13,8.01,2.908,-12.1,23.3
2015-01-13,8.01,2.611,-12.3,20.9
2015-01-13,8.0,1.978,-12.6,15.8
2015-01-13,8.01,2.019,-12.9,16.2
2015-01-13,8.01,2.569,-13.3,20.6
2015-01-13,7.63,1.818,-13.3,13.9
2015-01-13,6.39,2.294,-13.4,14.7
2015-01-13,4.68,2.813,-13.1,13.2
2015-01-13,3.91,1.746,-12.7,6.8
2015-01-13,3.82,3.048,-12.3,11.6
2015-01-13,3.7,3.799,-12.3,14.1
2015-01-14,3.55,4.745,-12.6,16.8
2015-01-14,3.43,4.635,-12.7,15.9
2015-01-14,3.22,4.705,-12.7,15.2
2015-01-14,3.19,2.595,-12.8,8.3
2015-01-14,3.19,2.581,-12.7,8.2
2015-01-14,3.23,2.361,-12.1,7.6
2015-01-14,3.71,1.932,-11.4,7.2
2015-01-14,4.77,2.571,-11.0,12.3
2015-01-14,5.17,2.199,-10.4,11.4
2015-01-14,5.05,2.338,-9.8,11.8
2015-01-14,4.85,3.318,-9.4,16.1
2015-01-14,4.69,3.758,-9.0,17.6
2015-01-14,4.73,1.747,-8.6,8.3
2015-01-14,4.6,2.934,-8.4,13.5
2015-01-14,4.49,3.239,-7.8,14.5
2015-01-14,4.86,2.69,-7.4,13.1
2015-01-14,5.18,2.497,-6.8,12.9
2015-01-14,5.04,3.431,-6.3,17.3
2015-01-14,4.88,2.774,-5.1,13.5
2015-01-14,4.83,2.316,-4.3,11.2
2015-01-14,4.07,2.279,-2.8,9.3
2015-01-14,3.69,2.54,-3.3,9.4
2015-01-14,3.63,3.595,-3.5,13.0
2015-01-14,3.55,4.775,-3.8,17.0
2015-01-15,3.4,5.707,-4.3,19.4
2015-01-15,3.39,4.745,-4.2,16.1
2015-01-15,3.36,1.533,-4.8,5.2
2015-01-15,3.35,1.5,-5.4,5.0
2015-01-15,3.37,1.772,-5.6,6.0
2015-01-15,3.43,2.479,-5.9,8.5
2015-01-15,4.25,2.452,-5.9,10.4
2015-01-15,5.33,2.321,-5.7,12.4
2015-01-15,5.59,2.281,-5.5,12.8
2015-01-15,5.37,1.739,-5.5,9.3
2015-01-15,4.91,2.175,-5.3,10.7
2015-01-15,4.8,2.232,-5.2,10.7
2015-01-15,4.91,2.651,-4.9,13.0
2015-01-15,4.75,2.603,-4.5,12.4
2015-01-15,4.68,2.198,-4.2,10.3
2015-01-15,5.19,1.942,-4.1,10.1
2015-01-15,5.59,2.133,-3.2,11.9
2015-01-15,5.57,2.524,-2.6,14.1
2015-01-15,5.27,2.157,-1.7,11.4
2015-01-15,4.78,3.103,-1.5,14.8
2015-01-15,3.84,1.607,-1.6,6.2
2015-01-15,3.59,1.266,-1.2,4.5
2015-01-15,3.56,1.36,-1.5,4.8
2015-01-15,3.47,4.243,-1.2,14.7
2015-01-16,3.24,3.94,-0.8,12.8
2015-01-16,3.2,3.862,-0.7,12.4
2015-01-16,3.15,4.563,-0.7,14.4
2015-01-16,3.12,1.381,-1.1,4.3
2015-01-16,3.08,0.898,-1.0,2.8
2015-01-16,3.15,1.375,-0.9,4.3
2015-01-16,3.71,1.332,-0.9,4.9
2015-01-16,4.6,1.005,-1.1,4.6
2015-01-16,5.37,2.143,-1.0,11.5
2015-01-16,4.88,2.663,-1.0,13.0
2015-01-16,4.64,2.171,-0.9,10.1
2015-01-16,4.52,1.989,-0.7,9.0
2015-01-16,4.68,2.107,-0.6,9.9
2015-01-16,4.6,1.699,-0.3,7.8
2015-01-16,4.46,1.184,-0.2,5.3
2015-01-16,4.72,0.858,0.0,4.0
2015-01-16,4.98,2.56,0.2,12.7
2015-01-16,4.91,2.863,0.3,14.1
2015-01-16,4.61,1.366,0.3,6.3
2015-01-16,4.46,1.064,0.4,4.7
2015-01-16,3.71,1.862,0.9,6.9
2015-01-16,3.59,1.301,0.8,4.7
2015-01-16,3.6,2.806,0.3,10.1
2015-01-16,3.58,3.893,0.6,13.9
2015-01-17,3.48,5.004,1.1,17.4
2015-01-17,3.47,1.985,1.2,6.9
2015-01-17,3.32,1.207,1.0,4.0
2015-01-17,3.31,1.452,1.1,4.8
2015-01-17,3.31,1.095,1.2,3.6
2015-01-17,3.31,1.004,1.0,3.3
2015-01-17,3.38,1.85,1.0,6.3
2015-01-17,3.39,1.317,0.8,4.5
2015-01-17,3.53,2.0,1.1,7.1
2015-01-17,3.6,1.751,0.9,6.3
2015-01-17,3.69,1.461,0.6,5.4
2015-01-17,3.67,1.86,0.6,6.8
2015-01-17,3.65,2.24,0.7,8.2
2015-01-17,3.6,1.428,0.7,5.1
2015-01-17,3.54,0.735,0.9,2.6
2015-01-17,3.55,1.436,0.9,5.1
2015-01-17,3.61,1.539,0.9,5.6
2015-01-17,3.82,1.816,0.4,6.9
2015-01-17,3.88,0.717,0.2,2.8
2015-01-17,3.83,0.578,0.3,2.2
2015-01-17,3.69,0.451,0.2,1.7
2015-01-17,3.5,0.59,0.3,2.1
2015-01-17,3.5,1.769,0.5,6.2
2015-01-17,3.49,3.358,0.5,11.7
2015-01-18,3.4,4.355,0.5,14.8
2015-01-18,3.25,4.864,0.4,15.8
2015-01-18,3.22,2.16,0.0,7.0
2015-01-18,3.17,1.148,-0.2,3.6
2015-01-18,3.18,2.217,-0.3,7.1
2015-01-18,3.14,0.733,-0.6,2.3
2015-01-18,3.18,1.179,-1.1,3.7
2015-01-18,3.26,1.794,-1.3,5.8
2015-01-18,3.31,1.226,-2.1,4.1
2015-01-18,3.35,3.271,-2.0,11.0
2015-01-18,3.45,2.267,-2.2,7.8
2015-01-18,3.49,1.672,-1.7,5.8
2015-01-18,3.51,0.983,-1.4,3.5
2015-01-18,3.49,0.632,-1.2,2.2
2015-01-18,3.46,1.85,-1.8,6.4
2015-01-18,3.51,2.571,-1.8,9.0
2015-01-18,3.63,2.434,-2.1,8.8
2015-01-18,3.77,1.89,-2.3,7.1
2015-01-18,4.03,1.593,-2.7,6.4
2015-01-18,4.02,2.119,-3.4,8.5
2015-01-18,3.84,1.526,-3.8,5.9
2015-01-18,3.7,1.262,-3.8,4.7
2015-01-18,3.68,0.603,-4.2,2.2
2015-01-18,3.69,3.297,-5.4,12.2
2015-01-19,3.53,3.945,-6.3,13.9
2015-01-19,3.46,4.417,-7.2,15.3
2015-01-19,3.43,4.351,-7.7,14.9
2015-01-19,3.43,4.611,-8.4,15.8
2015-01-19,3.44,1.839,-9.0,6.3
2015-01-19,3.48,2.58,-10.0,9.0
2015-01-19,4.53,1.704,-12.2,7.7
2015-01-19,5.58,1.821,-12.0,10.2
2015-01-19,5.62,2.115,-13.6,11.9
2015-01-19,5.62,1.75,-13.5,9.8
2015-01-19,5.61,2.714,-12.5,15.2
2015-01-19,5.61,3.032,-12.2,17.0
2015-01-19,5.61,2.998,-12.3,16.8
2015-01-19,5.61,1.481,-11.2,8.3
2015-01-19,5.61,1.888,-10.8,10.6
2015-01-19,5.62,1.716,-11.0,9.6
2015-01-19,5.72,2.396,-14.1,13.7
2015-01-19,5.79,2.633,-12.4,15.2
2015-01-19,5.71,2.721,-12.9,15.5
2015-01-19,5.8,1.304,-13.4,7.6
2015-01-19,4.41,0.748,-14.5,3.3
2015-01-19,3.75,1.581,-14.2,5.9
2015-01-19,3.69,3.928,-15.6,14.5
2015-01-19,3.59,4.086,-15.7,14.7
2015-01-20,3.53,3.648,-16.4,12.9
2015-01-20,3.55,4.298,-15.6,15.3
2015-01-20,3.5,3.936,-16.1,13.8
2015-01-20,3.48,1.333,-17.1,4.6
2015-01-20,3.47,1.633,-17.5,5.7
2015-01-20,3.52,3.016,-18.2,10.6
2015-01-20,4.44,1.938,-18.0,8.6
2015-01-20,5.31,2.168,-17.9,11.5
2015-01-20,5.61,2.482,-18.4,13.9
2015-01-20,5.39,2.812,-18.2,15.2
2015-01-20,5.02,3.854,-18.3,19.3
2015-01-20,4.74,3.539,-19.1,16.8
2015-01-20,4.73,3.954,-18.7,18.7
2015-01-20,4.54,4.581,-18.6,20.8
2015-01-20,4.69,2.57,-17.7,12.1
2015-01-20,4.86,3.373,-18.0,16.4
2015-01-20,5.61,3.027,-18.6,17.0
2015-01-20,5.72,2.507,-17.7,14.3
2015-01-20,5.88,2.772,-17.5,16.3
2015-01-20,5.62,3.811,-18.2,21.4
2015-01-20,4.46,3.636,-18.2,16.2
2015-01-20,3.81,2.662,-18.0,10.1
2015-01-20,3.82,3.748,-17.7,14.3
2015-01-20,3.66,3.359,-17.4,12.3
2015-01-21,3.53,3.391,-16.4,12.0
2015-01-21,3.49,3.405,-15.5,11.9
2015-01-21,3.46,0.264,-14.6,0.9
2015-01-21,3.44,0.363,-13.8,1.2
2015-01-21,3.45,1.312,-13.3,4.5
2015-01-21,3.5,0.715,-12.6,2.5
2015-01-21,4.42,1.336,-12.0,5.9
2015-01-21,4.88,1.865,-11.8,9.1
2015-01-21,6.16,2.306,-11.2,14.2
2015-01-21,6.66,1.368,-10.5,9.1
2015-01-21,6.21,1.929,-10.9,12.0
2015-01-21,6.07,3.066,-10.3,18.6
2015-01-21,5.71,2.061,-10.0,11.8
2015-01-21,5.7,1.684,-10.1,9.6
2015-01-21,5.6,1.147,-10.2,6.4
2015-01-21,5.6,0.966,-10.0,5.4
2015-01-21,6.05,2.676,-10.3,16.2
2015-01-21,6.33,2.123,-10.6,13.4
2015-01-21,6.88,1.942,-11.4,13.4
2015-01-21,6.86,1.162,-13.0,8.0
2015-01-21,4.72,1.441,-13.5,6.8
2015-01-21,4.13,2.78,-14.2,11.5
2015-01-21,4.09,3.88,-13.6,15.9
2015-01-21,3.94,5.055,-14.1,19.9
2015-01-22,3.66,4.023,-14.6,14.7
2015-01-22,3.59,4.918,-17.9,17.7
2015-01-22,3.56,4.968,-18.5,17.7
2015-01-22,3.51,3.611,-19.1,12.7
2015-01-22,3.5,2.351,-19.0,8.2
2015-01-22,3.57,3.131,-18.4,11.2
2015-01-22,4.4,2.696,-18.4,11.9
2015-01-22,5.08,2.473,-18.4,12.6
2015-01-22,5.86,2.777,-18.6,16.3
2015-01-22,6.67,2.775,-18.2,18.5
2015-01-22,6.11,2.856,-18.5,17.5
2015-01-22,6.12,3.464,-18.7,21.2
2015-01-22,6.04,1.943,-19.1,11.7
2015-01-22,5.89,1.763,-18.9,10.4
2015-01-22,5.68,2.334,-19.2,13.3
2015-01-22,5.99,2.251,-19.4,13.5
2015-01-22,6.05,3.6,-19.4,21.8
2015-01-22,6.45,3.497,-18.8,22.6
2015-01-22,7.24,3.484,-19.2,25.2
2015-01-22,6.9,3.338,-20.9,23.0
2015-01-22,4.9,1.669,-20.5,8.2
2015-01-22,4.37,1.636,-21.3,7.1
2015-01-22,4.5,2.09,-22.3,9.4
2015-01-22,4.04,4.043,-23.1,16.3
2015-01-23,3.75,3.493,-21.6,13.1
2015-01-23,3.73,3.799,-22.4,14.2
2015-01-23,3.63,3.096,-23.8,11.2
2015-01-23,3.58,1.549,-22.8,5.5
2015-01-23,3.57,1.951,-23.1,7.0
2015-01-23,3.64,2.881,-22.8,10.5
2015-01-23,3.95,2.246,-22.6,8.9
2015-01-23,5.59,2.38,-22.4,13.3
2015-01-23,6.73,2.519,-21.8,17.0
2015-01-23,6.64,3.746,-21.1,24.9
2015-01-23,7.15,4.943,-21.0,35.3
2015-01-23,7.06,3.942,-19.9,27.8
2015-01-23,6.75,4.515,-18.4,30.5
2015-01-23,5.96,3.964,-18.3,23.6
2015-01-23,5.44,2.394,-18.0,13.0
2015-01-23,5.26,2.513,-17.7,13.2
2015-01-23,5.59,2.908,-17.6,16.3
2015-01-23,5.55,4.109,-17.4,22.8
2015-01-23,5.96,4.185,-16.7,24.9
2015-01-23,5.4,3.59,-16.8,19.4
2015-01-23,4.28,2.141,-16.5,9.2
2015-01-23,3.9,1.9,-16.0,7.4
2015-01-23,3.87,2.942,-15.7,11.4
2015-01-23,3.74,4.34,-15.5,16.2
2015-01-24,3.61,4.162,-16.6,15.0
2015-01-24,3.53,4.809,-17.0,17.0
2015-01-24,3.36,5.163,-18.3,17.3
2015-01-24,3.28,2.293,-19.1,7.5
2015-01-24,3.26,2.811,-19.4,9.2
2015-01-24,3.27,3.639,-19.1,11.9
2015-01-24,3.31,2.744,-18.0,9.1
2015-01-24,3.37,2.844,-15.6,9.6
2015-01-24,3.56,2.751,-14.7,9.8
2015-01-24,3.64,3.006,-13.8,10.9
2015-01-24,3.6,2.799,-12.2,10.1
2015-01-24,3.63,3.473,-11.3,12.6
2015-01-24,3.64,3.775,-10.0,13.7
2015-01-24,3.63,3.547,-9.1,12.9
2015-01-24,3.63,3.54,-7.8,12.9
2015-01-24,3.64,2.666,-7.1,9.7
2015-01-24,3.73,2.415,-5.7,9.0
2015-01-24,4.24,2.572,-5.3,10.9
2015-01-24,4.33,3.975,-4.4,17.2
2015-01-24,3.85,3.407,-2.6,13.1
2015-01-24,3.73,2.232,-2.3,8.3
2015-01-24,3.64,1.926,-2.2,7.0
2015-01-24,3.55,3.928,-1.9,13.9
2015-01-24,3.49,4.376,-1.6,15.3
2015-01-25,3.44,3.75,-1.4,12.9
2015-01-25,3.34,4.363,-1.3,14.6
2015-01-25,3.28,3.179,-1.2,10.4
2015-01-25,3.26,0.928,-1.0,3.0
2015-01-25,3.25,1.39,-0.8,4.5
2015-01-25,3.26,1.868,-0.6,6.1
2015-01-25,3.31,1.392,-0.5,4.6
2015-01-25,3.35,1.856,-0.5,6.2
2015-01-25,3.4,2.948,-0.4,10.0
2015-01-25,3.47,1.838,-0.3,6.4
2015-01-25,3.56,0.888,-0.1,3.2
