datetime,Price,kWh,Temperature,Bill
2019-07-19,6.17,0.642,17.6,4.0
2019-07-19,6.25,2.548,16.6,15.9
2019-07-19,5.63,0.723,13.9,4.1
2019-07-20,4.77,0.128,12.2,0.6
2019-07-20,4.88,0.143,10.6,0.7
2019-07-20,4.72,0.132,9.8,0.6
2019-07-20,4.56,0.25,9.0,1.1
2019-07-20,4.42,1.032,8.6,4.6
2019-07-20,4.26,0.829,8.5,3.5
2019-07-20,4.22,0.144,11.3,0.6
2019-07-20,4.34,0.132,14.6,0.6
2019-07-20,4.45,0.105,18.0,0.5
2019-07-20,5.85,0.105,18.0,0.6
2019-07-20,5.75,0.986,19.2,5.7
2019-07-20,6.21,0.878,19.7,5.5
2019-07-20,6.44,0.109,21.2,0.7
2019-07-20,6.2,0.105,21.2,0.7
2019-07-20,6.19,0.106,21.8,0.7
2019-07-20,6.19,0.105,21.5,0.6
2019-07-20,6.2,0.105,21.2,0.7
2019-07-20,6.2,0.936,20.9,5.8
2019-07-20,6.32,0.828,20.7,5.2
2019-07-20,6.38,0.111,20.2,0.7
2019-07-20,6.59,0.111,19.7,0.7
2019-07-20,6.27,0.113,18.8,0.7
2019-07-20,5.72,1.899,15.4,10.9
2019-07-20,5.34,0.116,12.5,0.6
2019-07-21,4.62,0.567,11.5,2.6
2019-07-21,4.38,1.073,10.0,4.7
2019-07-21,4.15,0.366,9.0,1.5
2019-07-21,4.1,0.111,7.8,0.5
2019-07-21,3.88,0.111,7.9,0.4
2019-07-21,3.84,0.112,8.0,0.4
2019-07-21,3.91,0.243,10.7,1.0
2019-07-21,4.14,1.027,13.9,4.3
2019-07-21,4.36,0.75,17.3,3.3
2019-07-21,5.21,0.11,19.6,0.6
2019-07-21,5.56,0.11,22.2,0.6
2019-07-21,5.93,0.11,22.8,0.7
2019-07-21,5.93,0.138,23.1,0.8
2019-07-21,6.03,1.319,24.8,8.0
2019-07-21,5.86,1.63,24.0,9.6
2019-07-21,5.73,1.189,24.7,6.8
2019-07-21,5.56,0.181,25.1,1.0
2019-07-21,5.58,0.792,24.1,4.4
2019-07-21,5.57,0.984,24.5,5.5
2019-07-21,5.56,1.817,23.7,10.1
2019-07-21,5.8,0.973,23.4,5.6
2019-07-21,5.56,0.373,22.8,2.1
2019-07-21,5.52,1.979,18.3,10.9
2019-07-21,5.07,3.41,15.6,17.3
2019-07-22,4.74,3.247,13.5,15.4
2019-07-22,4.65,2.454,12.8,11.4
2019-07-22,4.35,0.131,12.3,0.6
2019-07-22,4.24,0.096,11.5,0.4
2019-07-22,4.24,0.108,11.2,0.5
2019-07-22,4.24,0.114,11.4,0.5
2019-07-22,4.49,0.1,14.9,0.4
2019-07-22,6.9,0.301,17.8,2.1
2019-07-22,7.39,0.11,19.9,0.8
2019-07-22,8.34,0.184,22.7,1.5
2019-07-22,8.34,0.976,24.3,8.1
2019-07-22,8.33,0.16,24.9,1.3
2019-07-22,8.35,0.129,25.9,1.1
2019-07-22,8.49,0.131,25.4,1.1
2019-07-22,8.33,0.135,26.2,1.1
2019-07-22,8.23,0.132,26.6,1.1
2019-07-22,7.58,0.128,26.8,1.0
2019-07-22,7.57,0.42,23.5,3.2
2019-07-22,7.66,0.905,23.6,6.9
2019-07-22,7.27,1.01,24.5,7.3
2019-07-22,6.97,0.167,23.2,1.2
2019-07-22,6.9,0.159,24.2,1.1
2019-07-22,6.81,4.275,23.2,29.1
2019-07-22,6.66,3.433,23.0,22.9
2019-07-23,5.11,2.21,22.0,11.3
2019-07-23,5.28,0.313,21.9,1.7
2019-07-23,4.66,0.383,20.4,1.8
2019-07-23,4.59,0.772,18.8,3.5
2019-07-23,4.53,1.245,17.8,5.6
2019-07-23,4.5,0.404,16.8,1.8
2019-07-23,5.06,0.296,17.2,1.5
2019-07-23,7.54,0.35,18.3,2.6
2019-07-23,8.99,0.347,19.2,3.1
2019-07-23,9.33,0.134,20.4,1.3
2019-07-23,9.49,0.187,22.2,1.8
2019-07-23,9.36,0.259,23.8,2.4
2019-07-23,9.34,0.309,24.8,2.9
2019-07-23,9.34,0.287,26.0,2.7
2019-07-23,9.34,0.292,22.6,2.7
2019-07-23,8.99,1.312,21.5,11.8
2019-07-23,8.46,1.629,21.2,13.8
2019-07-23,7.74,0.579,21.0,4.5
2019-07-23,7.73,0.472,20.8,3.6
2019-07-23,7.4,0.439,20.9,3.2
2019-07-23,7.81,0.752,20.7,5.9
2019-07-23,7.67,0.336,20.6,2.6
2019-07-23,7.37,3.005,20.9,22.1
2019-07-23,6.76,3.595,20.7,24.3
2019-07-24,5.51,3.461,20.3,19.1
2019-07-24,6.47,1.084,20.1,7.0
2019-07-24,5.43,0.358,20.1,1.9
2019-07-24,4.77,0.337,19.8,1.6
2019-07-24,4.73,0.154,19.6,0.7
2019-07-24,4.7,0.12,19.7,0.6
2019-07-24,5.4,0.127,19.7,0.7
2019-07-24,7.68,0.352,19.6,2.7
2019-07-24,8.92,0.653,19.5,5.8
2019-07-24,9.48,0.927,19.6,8.8
2019-07-24,9.69,0.305,19.7,3.0
2019-07-24,9.59,0.461,20.2,4.4
2019-07-24,9.59,0.439,19.9,4.2
2019-07-24,9.77,0.416,20.0,4.1
2019-07-24,9.68,0.406,20.0,3.9
2019-07-24,9.48,0.479,20.0,4.5
2019-07-24,10.05,1.231,19.9,12.4
2019-07-24,8.96,0.637,19.8,5.7
2019-07-24,8.46,0.78,20.0,6.6
2019-07-24,8.25,1.833,20.3,15.1
2019-07-24,8.96,0.667,20.2,6.0
2019-07-24,6.81,0.474,19.8,3.2
2019-07-24,6.81,2.007,19.2,13.7
2019-07-24,7.0,3.535,19.0,24.7
2019-07-25,6.03,3.047,18.2,18.4
2019-07-25,6.14,0.326,17.5,2.0
2019-07-25,5.09,0.328,17.2,1.7
2019-07-25,4.91,0.21,14.1,1.0
2019-07-25,4.81,0.142,12.9,0.7
2019-07-25,4.77,0.141,12.7,0.7
2019-07-25,6.14,0.14,14.1,0.9
2019-07-25,7.63,0.41,16.5,3.1
2019-07-25,8.07,0.184,19.4,1.5
2019-07-25,8.33,0.132,22.1,1.1
2019-07-25,8.3,0.276,24.1,2.3
2019-07-25,9.22,0.715,25.9,6.6
2019-07-25,9.58,0.818,24.9,7.8
2019-07-25,9.61,0.337,25.2,3.2
2019-07-25,9.57,0.327,25.8,3.1
2019-07-25,9.57,0.329,26.5,3.1
2019-07-25,9.41,0.364,27.2,3.4
2019-07-25,7.91,1.021,27.2,8.1
2019-07-25,7.82,1.742,26.8,13.6
2019-07-25,7.69,0.495,26.8,3.8
2019-07-25,8.42,0.43,26.4,3.6
2019-07-25,7.67,0.537,25.4,4.1
2019-07-25,7.25,2.323,21.1,16.8
2019-07-25,6.91,3.6,18.9,24.9
2019-07-26,5.32,3.468,17.5,18.4
2019-07-26,4.79,1.434,16.8,6.9
2019-07-26,4.68,0.316,16.1,1.5
2019-07-26,4.61,0.291,15.3,1.3
2019-07-26,4.53,0.233,14.8,1.1
2019-07-26,4.51,0.127,14.6,0.6
2019-07-26,4.77,0.13,15.8,0.6
2019-07-26,7.81,0.318,18.8,2.5
2019-07-26,8.7,0.188,21.4,1.6
2019-07-26,9.08,0.953,23.6,8.7
2019-07-26,9.09,0.63,25.9,5.7
2019-07-26,9.15,1.411,27.0,12.9
2019-07-26,9.06,0.389,28.7,3.5
2019-07-26,9.09,0.371,29.2,3.4
2019-07-26,9.03,0.347,28.8,3.1
2019-07-26,9.04,0.487,29.2,4.4
2019-07-26,9.08,1.275,29.2,11.6
2019-07-26,8.69,0.501,28.2,4.4
2019-07-26,8.31,0.923,28.2,7.7
2019-07-26,7.43,1.681,27.6,12.5
2019-07-26,7.28,0.663,27.1,4.8
2019-07-26,7.57,0.617,25.1,4.7
2019-07-26,6.86,1.957,21.0,13.4
2019-07-26,6.39,3.647,18.9,23.3
2019-07-27,5.06,3.563,17.1,18.0
2019-07-27,4.84,2.342,16.5,11.3
2019-07-27,4.66,0.298,16.1,1.4
2019-07-27,4.59,0.292,15.8,1.3
2019-07-27,4.47,0.262,15.7,1.2
2019-07-27,4.35,0.266,15.6,1.2
2019-07-27,4.37,0.283,17.6,1.2
2019-07-27,4.38,0.11,22.5,0.5
2019-07-27,4.47,0.24,24.8,1.1
2019-07-27,6.75,0.465,25.6,3.1
2019-07-27,7.05,1.732,26.3,12.2
2019-07-27,7.4,4.289,26.5,31.7
2019-07-27,7.32,2.315,27.3,16.9
2019-07-27,7.24,0.336,29.1,2.4
2019-07-27,7.51,0.337,29.1,2.5
2019-07-27,7.45,0.383,29.7,2.9
2019-07-27,7.39,2.379,28.5,17.6
2019-07-27,7.58,2.028,27.4,15.4
2019-07-27,7.55,0.84,26.2,6.3
2019-07-27,7.58,0.921,26.5,7.0
2019-07-27,7.58,1.287,27.0,9.8
2019-07-27,7.44,2.057,25.4,15.3
2019-07-27,6.42,1.328,22.9,8.5
2019-07-27,4.79,0.704,19.7,3.4
2019-07-28,4.34,0.661,20.2,2.9
2019-07-28,4.31,0.303,21.4,1.3
2019-07-28,4.02,0.321,22.8,1.3
2019-07-28,3.61,0.808,21.8,2.9
2019-07-28,3.36,0.865,20.3,2.9
2019-07-28,3.36,0.256,18.5,0.9
2019-07-28,3.32,0.173,17.0,0.6
2019-07-28,3.71,0.111,16.5,0.4
2019-07-28,4.26,1.517,17.0,6.5
2019-07-28,4.41,1.049,17.0,4.6
2019-07-28,5.46,1.64,17.5,9.0
2019-07-28,5.96,0.546,17.9,3.3
2019-07-28,6.36,2.885,18.1,18.3
2019-07-28,6.53,0.614,19.2,4.0
2019-07-28,6.74,0.968,19.4,6.5
2019-07-28,6.79,0.466,19.7,3.2
2019-07-28,6.49,1.746,19.3,11.3
2019-07-28,6.37,2.455,19.1,15.6
2019-07-28,6.22,0.691,19.3,4.3
2019-07-28,6.82,0.531,18.4,3.6
2019-07-28,6.7,0.84,17.9,5.6
2019-07-28,6.99,1.62,16.5,11.3
2019-07-28,5.84,1.558,15.8,9.1
2019-07-28,4.98,1.861,15.0,9.3
2019-07-29,4.82,0.173,13.7,0.8
2019-07-29,4.58,0.141,13.1,0.6
2019-07-29,4.36,0.128,11.0,0.6
2019-07-29,4.18,0.138,7.3,0.6
2019-07-29,4.26,0.131,6.2,0.6
2019-07-29,4.32,0.105,8.0,0.5
2019-07-29,4.51,0.112,12.3,0.5
2019-07-29,6.86,0.341,11.8,2.3
2019-07-29,8.28,0.201,11.8,1.7
2019-07-29,9.2,0.223,11.7,2.1
2019-07-29,8.91,0.953,11.7,8.5
2019-07-29,8.65,1.248,11.6,10.8
2019-07-29,9.53,0.675,11.8,6.4
2019-07-29,9.08,2.709,12.3,24.6
2019-07-29,8.01,0.869,12.8,7.0
2019-07-29,7.9,0.848,12.8,6.7
2019-07-29,7.64,0.822,12.7,6.3
2019-07-29,7.44,1.421,12.0,10.6
2019-07-29,6.95,1.436,12.6,10.0
2019-07-29,7.45,0.151,12.2,1.1
2019-07-29,7.52,0.24,13.0,1.8
2019-07-29,6.86,0.242,12.6,1.7
2019-07-29,6.44,1.759,11.9,11.3
2019-07-29,5.33,3.452,11.0,18.4
2019-07-30,4.88,2.86,10.6,14.0
2019-07-30,4.81,0.179,9.6,0.9
2019-07-30,4.76,0.174,9.0,0.8
2019-07-30,4.73,0.147,8.6,0.7
2019-07-30,4.71,0.126,8.1,0.6
2019-07-30,4.73,0.134,8.5,0.6
2019-07-30,4.79,0.143,9.0,0.7
2019-07-30,5.87,0.134,9.0,0.8
2019-07-30,7.42,0.37,9.5,2.7
2019-07-30,7.24,0.17,9.8,1.2
2019-07-30,7.03,0.132,9.8,0.9
2019-07-30,6.84,0.109,10.0,0.7
2019-07-30,6.81,0.098,10.4,0.7
2019-07-30,6.64,0.111,11.0,0.7
2019-07-30,6.31,0.12,11.8,0.8
2019-07-30,6.19,0.108,12.4,0.7
2019-07-30,6.19,0.172,13.0,1.1
2019-07-30,5.34,1.0,13.1,5.3
2019-07-30,5.33,0.972,13.7,5.2
2019-07-30,6.45,0.18,13.9,1.2
2019-07-30,6.86,0.216,13.9,1.5
2019-07-30,5.33,0.207,13.4,1.1
2019-07-30,5.03,1.531,13.0,7.7
2019-07-30,4.96,4.101,12.0,20.3
2019-07-31,4.79,3.396,11.3,16.3
2019-07-31,4.71,2.086,10.2,9.8
2019-07-31,4.65,0.13,9.4,0.6
2019-07-31,4.46,0.994,9.0,4.4
2019-07-31,4.44,0.581,8.3,2.6
2019-07-31,4.49,0.12,7.5,0.5
2019-07-31,4.69,0.103,7.5,0.5
2019-07-31,4.97,0.307,7.8,1.5
2019-07-31,6.62,0.221,8.4,1.5
2019-07-31,7.04,0.351,8.4,2.5
2019-07-31,6.99,0.959,8.6,6.7
2019-07-31,6.81,0.989,9.1,6.7
2019-07-31,6.9,1.183,9.5,8.2
2019-07-31,6.99,0.323,9.9,2.3
2019-07-31,7.17,0.312,11.1,2.2
2019-07-31,7.3,0.374,11.1,2.7
2019-07-31,7.13,1.21,11.7,8.6
2019-07-31,5.32,0.593,12.5,3.2
2019-07-31,6.08,0.336,12.8,2.0
2019-07-31,7.47,1.004,13.1,7.5
2019-07-31,7.57,1.547,13.4,11.7
2019-07-31,6.38,0.24,13.6,1.5
2019-07-31,6.19,3.109,13.7,19.2
2019-07-31,5.31,4.531,13.8,24.1
2019-08-01,5.02,2.905,13.8,14.6
2019-08-01,4.84,0.216,13.7,1.0
2019-08-01,4.71,0.213,13.2,1.0
2019-08-01,4.64,0.209,6.1,1.0
2019-08-01,4.62,0.183,5.4,0.8
2019-08-01,4.63,0.629,5.3,2.9
2019-08-01,4.76,1.724,7.8,8.2
2019-08-01,6.84,0.154,11.1,1.1
2019-08-01,8.28,0.228,13.4,1.9
2019-08-01,8.13,0.993,14.8,8.1
2019-08-01,8.2,2.361,16.0,19.4
2019-08-01,8.66,0.593,16.4,5.1
2019-08-01,8.63,0.289,17.6,2.5
2019-08-01,8.43,0.423,18.4,3.6
2019-08-01,8.43,0.603,19.0,5.1
2019-08-01,8.21,0.225,16.6,1.8
2019-08-01,8.03,0.694,16.4,5.6
2019-08-01,7.9,0.475,15.4,3.8
2019-08-01,7.48,1.146,16.3,8.6
2019-08-01,7.86,0.867,16.4,6.8
2019-08-01,7.86,0.242,16.4,1.9
2019-08-01,6.2,0.355,15.9,2.2
2019-08-01,5.11,1.403,14.3,7.2
2019-08-01,4.97,4.249,12.7,21.1
2019-08-02,4.91,3.906,12.7,19.2
2019-08-02,4.84,2.466,12.1,11.9
2019-08-02,4.82,0.165,11.8,0.8
2019-08-02,4.74,0.162,10.8,0.8
2019-08-02,4.7,0.143,12.0,0.7
2019-08-02,4.72,0.144,12.1,0.7
2019-08-02,4.95,1.829,11.6,9.1
2019-08-02,7.38,0.265,11.5,2.0
2019-08-02,7.87,1.138,11.5,9.0
2019-08-02,8.16,0.655,11.5,5.3
2019-08-02,8.12,0.211,11.8,1.7
2019-08-02,8.03,0.217,12.1,1.7
2019-08-02,8.1,0.307,11.6,2.5
2019-08-02,8.3,0.189,12.0,1.6
2019-08-02,8.14,0.33,12.8,2.7
2019-08-02,7.91,2.525,12.7,20.0
2019-08-02,7.82,2.92,13.4,22.8
2019-08-02,7.94,1.068,12.9,8.5
2019-08-02,8.29,0.434,12.7,3.6
2019-08-02,8.22,0.254,12.1,2.1
2019-08-02,8.27,0.237,11.9,2.0
2019-08-02,5.93,0.247,11.4,1.5
2019-08-02,5.16,0.585,9.5,3.0
2019-08-02,5.05,3.381,10.9,17.1
2019-08-03,4.96,3.24,10.7,16.1
2019-08-03,4.83,3.081,10.4,14.9
2019-08-03,4.73,0.24,9.1,1.1
2019-08-03,4.72,1.057,9.6,5.0
2019-08-03,4.68,0.485,8.9,2.3
2019-08-03,4.67,0.115,8.6,0.5
2019-08-03,4.7,0.101,8.5,0.5
2019-08-03,4.73,0.094,9.0,0.4
2019-08-03,4.76,0.101,9.5,0.5
2019-08-03,4.83,0.341,10.3,1.6
2019-08-03,4.93,0.151,11.3,0.7
2019-08-03,4.94,0.964,12.9,4.8
2019-08-03,4.91,1.537,12.0,7.5
2019-08-03,4.89,1.189,11.7,5.8
2019-08-03,4.85,0.953,12.2,4.6
2019-08-03,4.83,1.148,11.8,5.5
2019-08-03,4.82,0.551,12.1,2.7
2019-08-03,4.82,0.849,11.4,4.1
2019-08-03,4.83,0.217,11.7,1.0
2019-08-03,4.93,0.204,11.5,1.0
2019-08-03,5.09,0.202,11.5,1.0
2019-08-03,5.09,1.197,11.0,6.1
2019-08-03,5.03,2.59,9.7,13.0
2019-08-03,5.06,4.174,8.9,21.1
2019-08-04,4.89,3.632,8.1,17.8
2019-08-04,4.83,4.229,9.1,20.4
2019-08-04,4.72,2.177,7.9,10.3
2019-08-04,4.64,0.152,4.2,0.7
2019-08-04,4.61,0.125,3.4,0.6
2019-08-04,4.6,0.131,6.2,0.6
2019-08-04,4.52,0.134,7.3,0.6
2019-08-04,4.64,0.169,9.0,0.8
2019-08-04,4.72,0.125,9.6,0.6
2019-08-04,4.8,0.27,10.4,1.3
2019-08-04,4.91,0.311,10.7,1.5
2019-08-04,4.96,1.24,11.4,6.2
2019-08-04,4.96,0.603,12.1,3.0
2019-08-04,4.96,0.139,12.9,0.7
2019-08-04,4.89,0.134,14.1,0.7
2019-08-04,4.87,0.129,14.4,0.6
2019-08-04,4.86,0.131,15.1,0.6
2019-08-04,4.85,0.134,15.7,0.6
2019-08-04,4.88,0.565,15.5,2.8
2019-08-04,4.96,1.48,15.0,7.3
2019-08-04,5.21,1.72,14.6,9.0
2019-08-04,5.32,0.165,14.0,0.9
2019-08-04,5.38,0.535,12.7,2.9
2019-08-04,5.13,3.332,12.2,17.1
2019-08-05,5.0,3.245,10.8,16.2
2019-08-05,4.84,0.313,9.5,1.5
2019-08-05,4.57,0.136,11.1,0.6
2019-08-05,4.53,0.136,10.2,0.6
2019-08-05,4.53,0.122,9.7,0.6
2019-08-05,4.56,0.101,9.2,0.5
2019-08-05,4.88,0.315,8.4,1.5
2019-08-05,7.83,0.228,7.9,1.8
2019-08-05,7.98,0.783,7.5,6.2
2019-08-05,8.55,0.994,7.0,8.5
2019-08-05,8.7,0.173,7.9,1.5
2019-08-05,8.63,0.145,8.5,1.3
2019-08-05,8.23,0.186,9.5,1.5
2019-08-05,8.52,0.194,9.7,1.7
2019-08-05,8.71,0.152,10.6,1.3
2019-08-05,8.65,0.281,11.1,2.4
2019-08-05,8.37,1.679,11.8,14.1
2019-08-05,8.49,0.398,12.3,3.4
2019-08-05,8.49,0.93,12.7,7.9
2019-08-05,8.54,1.251,12.5,10.7
2019-08-05,8.59,0.595,12.8,5.1
2019-08-05,7.06,0.359,12.6,2.5
2019-08-05,5.98,2.738,10.8,16.4
2019-08-05,5.4,3.512,10.2,19.0
2019-08-06,4.94,3.281,9.8,16.2
2019-08-06,4.81,1.406,9.9,6.8
2019-08-06,4.69,0.153,9.1,0.7
2019-08-06,4.58,0.182,9.0,0.8
2019-08-06,4.57,1.055,8.8,4.8
2019-08-06,4.56,1.107,9.5,5.0
2019-08-06,4.77,1.795,8.7,8.6
2019-08-06,7.31,1.124,9.4,8.2
2019-08-06,7.97,0.775,10.0,6.2
2019-08-06,8.42,0.65,10.8,5.5
2019-08-06,8.43,0.629,11.1,5.3
2019-08-06,8.25,0.617,11.6,5.1
2019-08-06,8.25,0.569,12.0,4.7
2019-08-06,8.44,0.454,12.3,3.8
2019-08-06,8.44,0.449,12.7,3.8
2019-08-06,8.39,0.452,13.1,3.8
2019-08-06,8.4,0.885,13.4,7.4
2019-08-06,8.22,2.206,13.8,18.1
2019-08-06,8.19,0.551,13.8,4.5
2019-08-06,8.24,0.236,14.1,1.9
2019-08-06,8.41,0.471,14.1,4.0
2019-08-06,6.2,0.202,13.8,1.3
2019-08-06,5.24,1.451,13.6,7.6
2019-08-06,5.06,3.253,12.3,16.5
2019-08-07,4.92,1.632,11.7,8.0
2019-08-07,4.74,0.324,12.0,1.5
2019-08-07,4.5,0.985,9.9,4.4
2019-08-07,4.43,1.085,10.0,4.8
2019-08-07,4.43,0.468,9.6,2.1
2019-08-07,4.43,0.71,8.8,3.1
2019-08-07,4.66,1.957,8.3,9.1
2019-08-07,7.73,0.548,8.8,4.2
2019-08-07,8.2,0.406,10.0,3.3
2019-08-07,8.62,0.379,11.2,3.3
2019-08-07,8.95,0.308,11.7,2.8
2019-08-07,9.08,0.323,12.4,2.9
2019-08-07,9.13,1.069,13.1,9.8
2019-08-07,8.94,0.444,13.7,4.0
2019-08-07,8.43,0.136,14.1,1.1
2019-08-07,7.89,0.132,14.2,1.0
2019-08-07,7.44,0.42,14.4,3.1
2019-08-07,8.21,0.827,14.5,6.8
2019-08-07,8.35,1.185,14.3,9.9
2019-08-07,8.53,0.162,15.1,1.4
2019-08-07,8.55,0.623,15.0,5.3
2019-08-07,6.82,1.152,13.7,7.9
2019-08-07,5.2,1.089,12.6,5.7
2019-08-07,4.94,3.251,12.0,16.1
2019-08-08,4.75,3.26,11.9,15.5
2019-08-08,4.53,3.229,11.9,14.6
2019-08-08,4.39,1.592,11.7,7.0
2019-08-08,4.34,0.172,9.3,0.7
2019-08-08,4.33,0.244,9.4,1.1
2019-08-08,4.39,1.069,8.0,4.7
2019-08-08,4.75,0.845,8.7,4.0
2019-08-08,7.65,0.403,10.2,3.1
2019-08-08,8.22,0.406,12.7,3.3
2019-08-08,8.83,0.168,14.0,1.5
2019-08-08,8.57,0.345,16.8,3.0
2019-08-08,8.46,0.451,17.8,3.8
2019-08-08,8.47,0.377,18.0,3.2
2019-08-08,8.53,0.376,18.0,3.2
2019-08-08,8.47,0.962,19.9,8.1
2019-08-08,8.79,0.937,18.4,8.2
2019-08-08,8.7,0.84,18.2,7.3
2019-08-08,8.44,0.624,18.1,5.3
2019-08-08,8.32,0.595,18.5,5.0
2019-08-08,8.45,1.631,18.2,13.8
2019-08-08,8.44,0.333,17.7,2.8
2019-08-08,6.82,0.204,16.6,1.4
2019-08-08,6.2,0.925,15.5,5.7
2019-08-08,5.08,3.269,12.7,16.6
2019-08-09,4.73,0.536,12.7,2.5
2019-08-09,4.49,0.745,11.9,3.3
2019-08-09,4.34,0.994,10.0,4.3
2019-08-09,4.21,0.167,9.8,0.7
2019-08-09,4.22,0.158,10.3,0.7
2019-08-09,4.19,0.255,9.8,1.1
2019-08-09,4.67,1.498,9.7,7.0
2019-08-09,7.63,0.197,11.2,1.5
2019-08-09,8.22,0.314,12.4,2.6
2019-08-09,8.44,0.417,13.8,3.5
2019-08-09,8.46,1.297,15.7,11.0
2019-08-09,8.44,0.747,17.4,6.3
2019-08-09,8.43,0.465,16.9,3.9
2019-08-09,8.47,0.401,17.0,3.4
2019-08-09,8.33,0.379,18.5,3.2
2019-08-09,8.34,0.85,17.3,7.1
2019-08-09,8.46,1.788,17.4,15.1
2019-08-09,8.46,0.491,17.1,4.2
2019-08-09,8.43,0.374,16.2,3.2
2019-08-09,8.35,0.363,16.2,3.0
2019-08-09,8.43,0.289,15.6,2.4
2019-08-09,5.31,0.278,14.4,1.5
2019-08-09,4.67,1.166,13.1,5.4
2019-08-09,4.38,3.486,9.0,15.3
2019-08-10,4.43,3.281,8.7,14.5
2019-08-10,4.32,3.259,7.9,14.1
2019-08-10,4.3,0.344,8.0,1.5
2019-08-10,4.21,0.157,7.4,0.7
2019-08-10,4.06,0.149,7.3,0.6
2019-08-10,3.93,0.134,6.4,0.5
2019-08-10,3.9,0.131,5.1,0.5
2019-08-10,3.99,0.125,9.4,0.5
2019-08-10,4.21,0.852,10.8,3.6
2019-08-10,4.37,1.121,13.3,4.9
2019-08-10,5.05,0.767,14.3,3.9
2019-08-10,5.02,0.221,16.6,1.1
2019-08-10,4.98,0.219,16.3,1.1
2019-08-10,5.07,0.217,18.4,1.1
2019-08-10,4.97,0.609,17.9,3.0
2019-08-10,4.97,0.441,19.0,2.2
2019-08-10,4.97,0.304,19.0,1.5
2019-08-10,4.92,0.287,18.5,1.4
2019-08-10,4.98,0.222,19.4,1.1
2019-08-10,5.29,0.378,18.6,2.0
2019-08-10,4.96,0.31,17.7,1.5
2019-08-10,4.22,0.242,16.5,1.0
2019-08-10,4.02,1.63,13.7,6.6
2019-08-10,3.95,3.396,12.6,13.4
2019-08-11,3.97,3.385,12.4,13.4
2019-08-11,3.58,2.322,11.8,8.3
2019-08-11,2.62,0.155,11.3,0.4
2019-08-11,1.8,0.163,10.7,0.3
2019-08-11,1.57,0.146,10.5,0.2
2019-08-11,1.63,0.134,10.6,0.2
2019-08-11,1.69,0.126,11.0,0.2
2019-08-11,1.85,0.119,12.5,0.2
2019-08-11,2.63,0.124,14.2,0.3
2019-08-11,3.61,0.696,15.5,2.5
2019-08-11,3.97,0.889,17.2,3.5
2019-08-11,4.12,0.944,19.1,3.9
2019-08-11,4.12,0.752,20.1,3.1
2019-08-11,3.98,0.147,19.9,0.6
2019-08-11,3.96,0.14,20.6,0.6
2019-08-11,3.92,0.141,21.7,0.6
2019-08-11,4.03,1.772,20.2,7.1
2019-08-11,4.04,0.656,21.0,2.7
2019-08-11,4.22,0.431,20.6,1.8
2019-08-11,4.46,0.554,20.4,2.5
2019-08-11,4.6,1.094,19.6,5.0
2019-08-11,4.67,0.632,18.4,3.0
2019-08-11,4.68,3.641,16.7,17.0
2019-08-11,4.66,3.347,16.0,15.6
2019-08-12,4.51,1.373,15.3,6.2
2019-08-12,4.26,0.159,15.2,0.7
2019-08-12,3.72,0.178,14.5,0.7
2019-08-12,3.52,0.178,14.6,0.6
2019-08-12,3.41,0.161,14.2,0.5
2019-08-12,3.48,0.138,14.0,0.5
2019-08-12,4.01,0.404,13.9,1.6
2019-08-12,7.56,0.233,13.0,1.8
2019-08-12,8.06,0.173,12.7,1.4
2019-08-12,8.46,0.131,12.7,1.1
2019-08-12,8.46,0.114,13.3,1.0
2019-08-12,8.47,0.113,13.9,1.0
2019-08-12,8.23,0.113,14.8,0.9
2019-08-12,8.32,0.122,15.4,1.0
2019-08-12,8.02,0.123,16.4,1.0
2019-08-12,7.75,0.122,16.7,0.9
2019-08-12,7.78,0.326,16.0,2.5
2019-08-12,8.02,0.567,16.0,4.5
2019-08-12,7.58,1.139,15.8,8.6
2019-08-12,7.56,1.465,16.0,11.1
2019-08-12,8.06,0.276,16.0,2.2
2019-08-12,4.81,0.244,15.8,1.2
2019-08-12,4.81,0.943,15.8,4.5
2019-08-12,4.75,3.243,15.5,15.4
2019-08-13,4.48,3.312,15.4,14.8
2019-08-13,4.34,0.938,14.8,4.1
2019-08-13,4.22,0.182,14.5,0.8
2019-08-13,4.1,0.181,14.2,0.7
2019-08-13,4.13,0.17,14.0,0.7
2019-08-13,4.12,0.34,13.7,1.4
2019-08-13,4.38,1.894,13.6,8.3
2019-08-13,7.69,0.192,13.8,1.5
2019-08-13,8.32,0.164,14.4,1.4
2019-08-13,8.84,0.149,15.3,1.3
2019-08-13,8.93,0.136,15.6,1.2
2019-08-13,8.96,0.126,16.2,1.1
2019-08-13,8.98,0.125,16.1,1.1
2019-08-13,9.02,0.127,16.3,1.1
2019-08-13,9.02,0.139,15.9,1.3
2019-08-13,8.59,0.138,17.7,1.2
2019-08-13,8.65,0.397,17.5,3.4
2019-08-13,8.46,0.168,17.3,1.4
2019-08-13,8.42,0.142,16.1,1.2
2019-08-13,8.3,1.361,16.4,11.3
2019-08-13,8.42,2.176,16.3,18.3
2019-08-13,6.36,1.454,15.7,9.2
2019-08-13,5.8,1.809,15.8,10.5
2019-08-13,4.61,3.3,15.2,15.2
2019-08-14,4.39,3.342,14.5,14.7
2019-08-14,4.06,0.899,14.5,3.6
2019-08-14,3.78,0.176,14.2,0.7
2019-08-14,3.53,0.175,14.2,0.6
